node_id,C,H,O,N,S,Cl,exp_mass,DBE,AImod,NOSC,O_C,H_C,N/C,S/C,Cl/C,DBE-O,DBE/C
257.078238,10,14,6,2,0,0,257.078238,5,0,0.4,0.6,1.4,0.2,0,0,-1,0.5
310.104896,13,17,6,3,0,0,310.104896,7,0.142857143,0.307692308,0.461538462,1.307692308,0.230769231,0,0,1,0.538461538
280.130473,13,19,4,3,0,0,280.130473,6,0.125,-0.153846154,0.307692308,1.461538462,0.230769231,0,0,2,0.461538462
342.131161,14,21,7,3,0,0,342.131161,6,-0.066666667,0.142857143,0.5,1.5,0.214285714,0,0,-1,0.428571429
287.103177,15,16,4,2,0,0,287.103177,9,0.454545455,-0.133333333,0.266666667,1.066666667,0.133333333,0,0,5,0.6
291.135153,15,20,4,2,0,0,291.135153,7,0.272727273,-0.4,0.266666667,1.333333333,0.133333333,0,0,3,0.466666667
322.141065,15,21,5,3,0,0,322.141065,7,0.157894737,-0.133333333,0.333333333,1.4,0.2,0,0,2,0.466666667
262.145245,15,21,3,1,0,0,262.145245,6,0.28,-0.8,0.2,1.4,0.066666667,0,0,3,0.4
293.150942,15,22,4,2,0,0,293.150942,6,0.181818182,-0.533333333,0.266666667,1.466666667,0.133333333,0,0,2,0.4
274.144409,16,21,3,1,0,0,274.144409,7,0.333333333,-0.75,0.1875,1.3125,0.0625,0,0,4,0.4375
370.162397,16,25,7,3,0,0,370.162397,6,-0.052631579,-0.125,0.4375,1.5625,0.1875,0,0,-1,0.375
331.130098,17,20,5,2,0,0,331.130098,9,0.36,-0.235294118,0.294117647,1.176470588,0.117647059,0,0,4,0.529411765
354.109873,18,17,5,3,0,0,354.109873,12,0.52,0.111111111,0.277777778,0.944444444,0.166666667,0,0,7,0.666666667
380.183013,18,27,6,3,0,0,380.183013,7,0.083333333,-0.333333333,0.333333333,1.5,0.166666667,0,0,1,0.388888889
371.125538,19,20,6,2,0,0,371.125538,11,0.428571429,-0.105263158,0.315789474,1.052631579,0.105263158,0,0,5,0.578947368
374.172855,19,25,5,3,0,0,374.172855,9,0.259259259,-0.315789474,0.263157895,1.315789474,0.157894737,0,0,4,0.473684211
422.157691,19,25,8,3,0,0,422.157691,9,0.166666667,0,0.421052632,1.315789474,0.157894737,0,0,1,0.473684211
432.141968,20,23,8,3,0,0,432.141968,11,0.307692308,0.1,0.4,1.15,0.15,0,0,3,0.55
387.15684,20,24,6,2,0,0,387.15684,10,0.333333333,-0.3,0.3,1.2,0.1,0,0,4,0.5
404.183249,20,27,6,3,0,0,404.183249,9,0.214285714,-0.3,0.3,1.35,0.15,0,0,3,0.45
422.19406,20,29,7,3,0,0,422.19406,8,0.111111111,-0.3,0.35,1.45,0.15,0,0,1,0.4
362.197945,20,29,5,1,0,0,362.197945,7,0.212121212,-0.8,0.25,1.45,0.05,0,0,2,0.35
380.208714,20,31,6,1,0,0,380.208714,6,0.125,-0.8,0.3,1.55,0.05,0,0,0,0.3
412.198334,20,31,8,1,0,0,412.198334,6,0.066666667,-0.6,0.4,1.55,0.05,0,0,-2,0.3
398.125244,21,21,7,1,0,0,398.125244,12,0.454545455,-0.19047619,0.333333333,1,0.047619048,0,0,5,0.571428571
408.156939,22,23,5,3,0,0,408.156939,13,0.454545455,-0.181818182,0.227272727,1.045454545,0.136363636,0,0,8,0.590909091
452.193599,22,31,9,1,0,0,452.193599,8,0.151515152,-0.454545455,0.409090909,1.409090909,0.045454545,0,0,-1,0.363636364
493.183546,23,30,10,2,0,0,493.183546,10,0.1875,-0.173913043,0.434782609,1.304347826,0.086956522,0,0,0,0.434782609
461.193481,23,30,8,2,0,0,461.193481,10,0.235294118,-0.347826087,0.347826087,1.304347826,0.086956522,0,0,2,0.434782609
470.193851,24,29,7,3,0,0,470.193851,12,0.314285714,-0.25,0.291666667,1.208333333,0.125,0,0,5,0.5
486.189055,24,29,8,3,0,0,486.189055,12,0.294117647,-0.166666667,0.333333333,1.208333333,0.125,0,0,4,0.5
472.198905,25,31,8,1,0,0,472.198905,11,0.3,-0.48,0.32,1.24,0.04,0,0,3,0.44
289.050199,10,14,6,2,1,0,289.050199,5,-0.25,0.6,0.6,1.4,0.2,0.1,0,-1,0.5
364.060697,15,15,6,3,1,0,364.060697,10,0.375,0.533333333,0.4,1,0.2,0.066666667,0,4,0.666666667
412.082786,16,19,8,3,1,0,412.082786,9,0.125,0.5,0.5,1.1875,0.1875,0.0625,0,1,0.5625
422.065842,17,17,8,3,1,0,422.065842,11,0.333333333,0.588235294,0.470588235,1,0.176470588,0.058823529,0,3,0.647058824
420.086026,18,19,7,3,1,0,420.086026,11,0.333333333,0.333333333,0.388888889,1.055555556,0.166666667,0.055555556,0,4,0.611111111
450.098478,19,21,8,3,1,0,450.098478,11,0.272727273,0.315789474,0.421052632,1.105263158,0.157894737,0.052631579,0,3,0.578947368
455.113746,19,24,9,2,1,0,455.113746,9,0.130434783,0.105263158,0.473684211,1.263157895,0.105263158,0.052631579,0,0,0.473684211
451.116733,20,24,8,2,1,0,451.116733,10,0.230769231,0,0.4,1.2,0.1,0.05,0,2,0.5
440.138291,20,27,8,1,1,0,440.138291,8,0.142857143,-0.3,0.4,1.35,0.05,0.05,0,0,0.4
456.134328,20,27,9,1,1,0,456.134328,8,0.111111111,-0.2,0.45,1.35,0.05,0.05,0,-1,0.4
228.033685,9,11,4,1,1,0,228.033685,5,0.2,0.222222222,0.444444444,1.222222222,0.111111111,0.111111111,0,1,0.555555556
229.123495,15,18,2,0,0,0,229.123495,7,0.428571429,-0.933333333,0.133333333,1.2,0,0,0,5,0.466666667
245.154357,16,22,2,0,0,0,245.154357,6,0.333333333,-1.125,0.125,1.375,0,0,0,4,0.375
285.113298,17,18,4,0,0,0,285.113298,9,0.466666667,-0.588235294,0.235294118,1.058823529,0,0,0,5,0.529411765
313.202469,17,30,5,0,0,0,313.202469,3,0.034482759,-1.176470588,0.294117647,1.764705882,0,0,0,-2,0.176470588
301.181305,19,26,3,0,0,0,301.181305,7,0.314285714,-1.052631579,0.157894737,1.368421053,0,0,0,4,0.368421053
381.13484,22,22,6,0,0,0,381.13484,12,0.473684211,-0.454545455,0.272727273,1,0,0,0,6,0.545454545
381.171341,23,26,5,0,0,0,381.171341,11,0.414634146,-0.695652174,0.217391304,1.130434783,0,0,0,6,0.47826087
